depth,temp
2.031,12.45886241
2.531,12.25088093
3.031,12.12180203
3.531,11.87951596
4.031,11.52833974
4.531,11.27001941
5.031,10.91035092
5.531,10.53085904
6.031,10.18247436
6.531,9.796398193
7.031,9.500628817
7.531,9.336446049
8.031,9.130952644
8.531,8.977170147
9.031,8.878537175
9.531,8.786061281
10.031,8.673844423
10.531,8.591806702
11.031,8.504174949
11.531,8.421726991
12.031,8.359457025
12.531,8.317639121
13.031,8.257887022
13.531,8.206843553
14.031,8.163704357
14.531,8.126037374
15.031,8.092266582
15.531,8.077132741
16.031,8.04965628
16.531,8.039788127
17.031,8.029986238
17.531,8.015931248
18.031,8.006508163
18.531,7.996400315
19.031,7.987765865
19.531,7.976289925
20.031,7.963107596
20.531,7.955221179
21.031,7.938600888
21.531,7.925150913
22.031,7.915279559
22.531,7.897859712
23.031,7.885170896
